offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
126854,0x1EF86,83,call_candidate,call2,3,53 61 FD,25085,151942
126863,0x1EF8F,98,branch_candidate,unconditional_jump,3,62 01 0C,268,127134
126867,0x1EF93,83,call_candidate,call2,3,53 75 42,30018,156888
126885,0x1EFA5,83,call_candidate,call2,3,53 2F 8B,12171,139059
126893,0x1EFAD,83,call_candidate,call2,3,53 87 A3,-30813,96083
126901,0x1EFB5,102,branch_candidate,jump_le,3,66 00 6D,109,127013
126914,0x1EFC2,83,call_candidate,call2,3,53 34 1B,13339,140256
126917,0x1EFC5,99,branch_candidate,jump_false,3,63 00 5D,93,127013
126926,0x1EFCE,99,branch_candidate,jump_false,3,63 00 51,81,127010
126932,0x1EFD4,83,call_candidate,call2,3,53 33 EC,13292,140227
126940,0x1EFDC,83,call_candidate,call2,3,53 87 FB,-30725,96218
126946,0x1EFE2,99,branch_candidate,jump_false,3,63 00 0A,10,126959
126952,0x1EFE8,83,call_candidate,call2,3,53 61 FD,25085,152040
126956,0x1EFEC,98,branch_candidate,unconditional_jump,3,62 00 33,51,127010
126961,0x1EFF1,83,call_candidate,call2,3,53 87 FB,-30725,96239
126970,0x1EFFA,83,call_candidate,call2,3,53 87 A3,-30813,96160
126979,0x1F003,83,call_candidate,call2,3,53 33 EC,13292,140274
126986,0x1F00A,99,branch_candidate,jump_false,3,63 00 15,21,127010
126992,0x1F010,100,branch_candidate,jump_ne,3,64 00 0F,15,127010
127000,0x1F018,83,call_candidate,call2,3,53 87 2A,-30934,96069
127010,0x1F022,98,branch_candidate,unconditional_jump,3,62 FF 96,-106,126907
127017,0x1F029,83,call_candidate,call2,3,53 87 A3,-30813,96207
127027,0x1F033,99,branch_candidate,jump_false,3,63 00 08,8,127038
127035,0x1F03B,98,branch_candidate,unconditional_jump,3,62 00 3A,58,127096
127053,0x1F04D,99,branch_candidate,jump_false,3,63 00 05,5,127061
127078,0x1F066,99,branch_candidate,jump_false,3,63 00 0F,15,127096
127093,0x1F075,83,call_candidate,call2,3,53 72 E1,29409,156505
127096,0x1F078,98,branch_candidate,unconditional_jump,3,62 00 23,35,127134
127125,0x1F095,83,call_candidate,call2,3,53 F3 08,-3320,123808
127128,0x1F098,83,call_candidate,call2,3,53 CD A7,-12889,114242
127131,0x1F09B,98,branch_candidate,unconditional_jump,3,62 00 00,0,127134
127134,0x1F09E,98,branch_candidate,unconditional_jump,3,62 02 64,612,127749
127161,0x1F0B9,98,branch_candidate,unconditional_jump,3,62 01 30,304,127468
127165,0x1F0BD,83,call_candidate,call2,3,53 61 C8,25032,152200
127170,0x1F0C2,83,call_candidate,call2,3,53 60 DB,24795,151968
127174,0x1F0C6,83,call_candidate,call2,3,53 60 B3,24755,151932
127186,0x1F0D2,83,call_candidate,call2,3,53 61 FD,25085,152274
127195,0x1F0DB,98,branch_candidate,unconditional_jump,3,62 01 0E,270,127468
127199,0x1F0DF,83,call_candidate,call2,3,53 75 42,30018,157220
127219,0x1F0F3,83,call_candidate,call2,3,53 2F 8B,12171,139393
