offset,offset_hex,length,text,population_term
24539,0x5FDB,25,stand_drunkdancing_e_any1,
24567,0x5FF7,24,stand_drunkdancing_e_any,
24630,0x6036,23,stand_drunk_rowdydrink1,
24656,0x6050,22,stand_drunk_rowdydrink,
24717,0x608D,25,stand_drunkdancing_e_any2,
24745,0x60A9,24,stand_drunkdancing_e_any,
24772,0x60C4,5,NNj)B,
24808,0x60E8,22,stand_fiddle_w_fiddle1,
24833,0x6101,21,stand_fiddle_w_fiddle,
24893,0x613D,25,stand_drunkdancing_e_any3,
24921,0x6159,24,stand_drunkdancing_e_any,
24984,0x6198,23,stand_drunk_rowdydrink2,
25010,0x61B2,22,stand_drunk_rowdydrink,
25035,0x61CB,5,O?@)B,
25071,0x61EF,23,stand_drunk_rowdydrink3,
25097,0x6209,22,stand_drunk_rowdydrink,
25158,0x6246,22,stand_fiddle_w_fiddle2,
25183,0x625F,21,stand_fiddle_w_fiddle,
25243,0x629B,21,stand_dnd_rowdydrink1,
25267,0x62B3,20,stand_dnd_rowdydrink,
25326,0x62EE,25,stand_drunkdancing_e_any4,
25354,0x630A,24,stand_drunkdancing_e_any,
25461,0x6375,4,RgIb,
25484,0x638C,4,RgIb,
25820,0x64DC,4,RgI8,
25970,0x6572,4,RgIb,
26000,0x6590,4,RgIb,
26031,0x65AF,4,RgIb,
26072,0x65D8,4,RgIb,
26102,0x65F6,4,RgIb,
26143,0x661F,4,RgIb,
26184,0x6648,4,RgIb,
26214,0x6666,4,RgIb,
26248,0x6688,4,RgIb,
26278,0x66A6,4,RgIb,
26323,0x66D3,14,Done Streaming,
26338,0x66E2,5,O3`r@,
26344,0x66E8,6,"O3`?D,",
26351,0x66EF,11,WO3`?@O3M>@,
26364,0x66FC,7,O3`?Hz-,
26420,0x6734,4,547>,
26472,0x6768,6,zO3`>D,
26484,0x6774,9,Streaming,
26494,0x677E,5,O3`r@,
26500,0x6784,6,"O3`?D,",
26507,0x678B,18,WO3`?@O3M>@O3`?Hz-,
26529,0x67A1,6,% Oxz5,
26572,0x67CC,4,RgI8,
26637,0x680D,4,RgI8,
26682,0x683A,88,oWNot enough room in the streaming array to fit a template! Raise the array size to fix!,
26875,0x68FB,11,pressDemoMP,
26959,0x694F,5,RiS~-,
26970,0x695A,4,R-K8,
27021,0x698D,4,blah,
27120,0x69F0,5,%R#~R,
27165,0x6A1D,5,R1[{-,
27180,0x6A2C,9,zRjp:'R#7,
27194,0x6A3A,6,+:'RcG,
27214,0x6A4E,8,R#~RjUz-,
35547,0x8ADB,5, W&OY,
35660,0x8B4C,5,!\Oy.,
35854,0x8C0E,6,BXMkFY,
35876,0x8C24,4,IZQj,
35919,0x8C4F,4,j}XQ,
36139,0x8D2B,4,VC8z,
36183,0x8D57,5,)y.>V,
36200,0x8D68,4,cO3c,
